year,week,matchup_type,home_team_id,home_team,home_owner_ids,home_owner_names,home_score,home_projected,away_team_id,away_team,away_owner_ids,away_owner_names,away_score,away_projected,is_bye,winner,score_difference,home_starters_ids,home_bench_ids,away_starters_ids,away_bench_ids
2019,6,REGULAR,11,Lego Batman,{45F320B7-A9EA-42AD-BEEA-AE97F33A55FE},Connor,72.52,87.19,13,Dak = 🐐,{3702423F-DDE1-4F68-B13D-4597B2FBDC9B},Nabil,92.22,97.0,False,AWAY,-19.700000000000003,13981|2577327|-16016|2976499|15788|17372|3068267|16944|16760,16731|2580|3049916|13217|3051876|8479|5528,2508176|3915416|2577417|2576434|2998120|-16029|15705|15825|2980073,2976212|3066158|2576925|3123969|-16009|3119195|3915399
2019,6,REGULAR,5,. .,{77FBFE61-CB95-4C17-BBFE-61CB953C17C0},Dillon,66.12,99.71000000000001,4,Big Fella,{02AB2B26-BDB6-4013-AB2B-26BDB63013D0},Ben,82.9,98.66000000000001,False,AWAY,-16.78,2971573|-16024|2570986|15835|3051392|16790|3054850|14912|4038524,15920|16804|3916148|3139925|-16018|13934|4039359,15795|3120348|3043078|3043080|15683|14881|-16033|15880|3116593,2330|4035004|3059915|2587819|3123050|3046439|3043116
2019,6,REGULAR,3,Lil Lucifer,{5B91BA7E-444A-403C-91BA-7E444AA03C4A},Cameron,121.62,89.38000000000001,12,Last Place U,{207DC893-5A3A-4A1B-BDC8-935A3AAA1B0B},Marco,117.24,102.58000000000001,False,HOME,4.38000000000001,16737|3043275|4047650|-16014|3055899|16777|3139477|4045163|3121422,16913|3051902|5529|2977644|4241372|-16003|4035538,3117251|16460|15818|2974858|3052117|11237|2985659|3127292|-16007,2979843|3122449|-16002|3051926|10475|16799|2969939
2019,6,REGULAR,1,Year 6 is a Feel Out Year,{0A038966-B1EC-4363-93A4-1A746D1C05AA},Joey,56.42,87.87999999999998,8,Bart's Starrs,{120EBF0B-960F-4C32-8EBF-0B960FEC32D1},Nick,125.5,99.90999999999998,False,AWAY,-69.08,3040151|2977187|12514|-16006|3116406|3060022|8461|3912550|3046779,3929630|4048244|13295|3918298|15971|-16021|3892889,3045147|3122840|3116365|3124084|-16025|3919596|2979477|3115394|3045144,3843750|2976592|15966|3924365|3128429|4035072|2578570
2019,6,REGULAR,6,Is my team Finna show up,{ED2967D6-F92F-447A-A967-D6F92F147A25},Chris,73.82,94.13,10,King of  The North,{6248D1D4-C58C-4253-9C9B-D30AB9524116},Brett,82.3,103.11,False,AWAY,-8.480000000000004,3116385|13982|3128721|3052876|8439|9761|-16010|4036348|3043234,13983|3042778|10452|2576414|2971618|2573300|14922,15847|3045138|15072|14993|3115364|12649|3042519|-16017|12483,3139605|3052587|3115913|2980453|-16005|14924|3918639
2019,7,REGULAR,7,Big Baller Shot Caller,{A928F5E8-8048-42E3-A4CE-63B009FB6A47},Jack,56.56,85.17,1,Year 6 is a Feel Out Year,{0A038966-B1EC-4363-93A4-1A746D1C05AA},Joey,93.42,101.38000000000001,False,AWAY,-36.86,2976316|4047365|17359|3122672|3917315|4527|3921564|-16026|16339,16733|16725|2574808|15853|13232|4249087|4040761,3929630|3040151|2977187|12514|3116406|3060022|8461|3046779|-16018,4048244|13295|3918298|15971|-16021|3912550|3892889
2019,7,REGULAR,12,Last Place U,{207DC893-5A3A-4A1B-BDC8-935A3AAA1B0B},Marco,57.16,91.59,6,Is my team Finna show up,{ED2967D6-F92F-447A-A967-D6F92F147A25},Chris,96.86,89.72,False,AWAY,-39.7,16460|15818|2974858|3052117|2979843|11237|-16002|2985659|3121023,3117251|3122449|3051926|10475|16799|2969939|3115913,3116385|13982|3128721|3052876|8439|9761|-16010|4036348|3043234,13983|3042778|10452|2576414|2971618|14922|3043080
2019,7,REGULAR,4,Big Fella,{02AB2B26-BDB6-4013-AB2B-26BDB63013D0},Ben,157.46,95.69999999999997,2,Chub’s  for Chubb,{700F91F4-F9CD-4A3A-8F91-F4F9CDCA3AC2},Joel,69.12,76.28,False,HOME,88.34,15795|15683|2330|3116593|3046439|3051392|2579604|-16014|15920,-16033|4035004|2587819|3123050|3054850|13994|3916945,3916925|3925357|3895856|-16030|3916387|9354|4036133|2969962|3045138,16800|3128720|3116165|3121427|11283|3051738|12483
2019,7,REGULAR,8,Bart's Starrs,{120EBF0B-960F-4C32-8EBF-0B960FEC32D1},Nick,72.42,106.57000000000001,3,Lil Lucifer,{5B91BA7E-444A-403C-91BA-7E444AA03C4A},Cameron,57.14,101.36,False,HOME,15.280000000000001,3122840|3116365|-16025|3919596|2979477|3115394|3128429|3045144|11122,3045147|3843750|2976592|2578570|16121|12537,3043275|4047650|3055899|2977644|16777|3121422|-16003|4035538|14881,16737|16913|3051902|5529|4045163|-16023|3043116
2019,7,REGULAR,10,King of  The North,{6248D1D4-C58C-4253-9C9B-D30AB9524116},Brett,102.74,110.99000000000001,11,Lego Batman,{45F320B7-A9EA-42AD-BEEA-AE97F33A55FE},Connor,46.44,91.52,False,HOME,56.3,15847|3139605|14993|3115364|14924|12649|3042519|-16017|2573079,3052587|15072|2980453|-16005|3918639|2576716,13981|2577327|3049916|-16016|2976499|3051876|16944|16760|10636,16731|2580|13217|15788|8479|3068267|5528
2019,7,REGULAR,13,Dak = 🐐,{3702423F-DDE1-4F68-B13D-4597B2FBDC9B},Nabil,88.86,94.16000000000001,5,. .,{77FBFE61-CB95-4C17-BBFE-61CB953C17C0},Dillon,67.54,89.87,False,HOME,21.319999999999993,2508176|2976212|2577417|2576434|2576925|-16009|2998120|15825|3916433,3915416|3066158|3123969|-16029|15705|3119195|13934,16804|2971573|-16024|15835|3139925|14912|3043078|15880|3139477,16790|3916148|3120348|3059915|4241372|4039359|3932905
2019,8,REGULAR,3,Lil Lucifer,{5B91BA7E-444A-403C-91BA-7E444AA03C4A},Cameron,123.28,101.80000000000001,7,Big Baller Shot Caller,{A928F5E8-8048-42E3-A4CE-63B009FB6A47},Jack,77.3,93.17,False,HOME,45.980000000000004,16737|3043275|3055899|2977644|16777|3121422|4035538|14881|-16023,16913|3051902|4047650|5529|4045163|-16003|3043116,16733|2976316|4047365|3122672|3917315|13232|4249087|-16011|4047646,17359|16725|2574808|4527|4040761|3921564|2572861
2019,8,REGULAR,2,Chub’s  for Chubb,{700F91F4-F9CD-4A3A-8F91-F4F9CDCA3AC2},Joel,82.48,88.61999999999999,13,Dak = 🐐,{3702423F-DDE1-4F68-B13D-4597B2FBDC9B},Nabil,67.78,92.33999999999999,False,HOME,14.700000000000003,3128720|3116165|3121427|-16030|9354|4036133|12483|3045138|3917846,16800|3916925|3925357|3895856|11283|3916387|3051738,2976212|2576434|2576925|2998120|-16029|15825|3119195|16016|11128,2508176|3915416|3066158|2577417|15705|13934|3116721
2019,8,REGULAR,1,Year 6 is a Feel Out Year,{0A038966-B1EC-4363-93A4-1A746D1C05AA},Joey,111.98,95.96000000000001,4,Big Fella,{02AB2B26-BDB6-4013-AB2B-26BDB63013D0},Ben,112.86,98.41999999999999,False,AWAY,-0.8799999999999955,3929630|3040151|2977187|12514|3116406|8461|3046779|-16018|3915411,4048244|3060022|13295|3918298|15971|-16021|3912550,15795|2330|3116593|2587819|3046439|-16014|3120348|17372|2969962,15683|-16033|3123050|3051392|3054850|3916148|16804
2019,8,REGULAR,11,Lego Batman,{45F320B7-A9EA-42AD-BEEA-AE97F33A55FE},Connor,73.0,85.33,12,Last Place U,{207DC893-5A3A-4A1B-BDC8-935A3AAA1B0B},Marco,96.24,93.9,False,AWAY,-23.239999999999995,16731|2577327|3049916|-16016|3051876|3068267|16944|10636|14880,13981|2580|13217|2976499|15788|8479|5528,3117251|2974858|3052117|2985659|10475|16799|2969939|-16008|3892889,16460|15818|2979843|11237|-16002|3051926|3121023
2019,8,REGULAR,5,. .,{77FBFE61-CB95-4C17-BBFE-61CB953C17C0},Dillon,87.42,85.10999999999999,10,King of  The North,{6248D1D4-C58C-4253-9C9B-D30AB9524116},Brett,140.78,101.73,False,AWAY,-53.36,2971573|-16024|15835|3139925|3043078|15880|15920|2579604|14876,14912|3059915|3139477|4241372|4039359|3932905|4035004,15847|3139605|14993|3115364|14924|12649|3042519|-16017|2573079,3052587|15072|2980453|-16005|3918639|2576716|4038524
2019,8,REGULAR,6,Is my team Finna show up,{ED2967D6-F92F-447A-A967-D6F92F147A25},Chris,98.2,88.94,8,Bart's Starrs,{120EBF0B-960F-4C32-8EBF-0B960FEC32D1},Nick,148.36,105.18999999999998,False,AWAY,-50.16000000000001,3116385|13982|3128721|8439|3042778|-16010|10452|3043234|16732,13983|3052876|9761|4036348|2971618|14922|3043080,3045147|3122840|-16025|3919596|2979477|3115394|3128429|11122|14054,3116365|3843750|2976592|3045144|2578570|4035072|16790
2019,9,REGULAR,7,Big Baller Shot Caller,{A928F5E8-8048-42E3-A4CE-63B009FB6A47},Jack,114.64,84.25,6,Is my team Finna show up,{ED2967D6-F92F-447A-A967-D6F92F147A25},Chris,71.54,81.33,False,HOME,43.099999999999994,16733|4047365|16725|3122672|3917315|13232|4249087|4040761|-16006,2976316|17359|2574808|4527|3921564|4047646|2578533,3128721|8439|-16010|4036348|10452|14922|3043234|16732|16804,3116385|13982|3052876|3042778|9761|2971618|3043080
2019,9,REGULAR,13,Dak = 🐐,{3702423F-DDE1-4F68-B13D-4597B2FBDC9B},Nabil,89.68,99.43999999999998,1,Year 6 is a Feel Out Year,{0A038966-B1EC-4363-93A4-1A746D1C05AA},Joey,107.9,93.03,False,AWAY,-18.22,2976212|3915416|2577417|2576434|2576925|2998120|-16029|15825|3116721,2508176|3066158|15705|3119195|13934|16016|2576414,3929630|3040151|12514|3116406|3060022|13295|3918298|-16021|3124084,2977187|4048244|15971|3912550|3046779|-16018|3915411
2019,9,REGULAR,4,Big Fella,{02AB2B26-BDB6-4013-AB2B-26BDB63013D0},Ben,72.1,106.75999999999999,3,Lil Lucifer,{5B91BA7E-444A-403C-91BA-7E444AA03C4A},Cameron,159.32,87.33,False,AWAY,-87.22,15795|15683|2330|3116593|2587819|3046439|3051392|3120348|-16026,-16033|3123050|3054850|3916148|2969962|13983|4047839,16737|16913|4047650|3055899|16777|-16003|4035538|14881|15773,3051902|3043275|5529|2977644|4045163|3121422|-16023
2019,9,REGULAR,12,Last Place U,{207DC893-5A3A-4A1B-BDC8-935A3AAA1B0B},Marco,118.8,107.58000000000001,5,. .,{77FBFE61-CB95-4C17-BBFE-61CB953C17C0},Dillon,80.34,61.86,False,HOME,38.459999999999994,3117251|16460|2974858|3052117|-16002|10475|16799|2969939|17372,15818|2979843|11237|2985659|3121023|3892889|3128774,-16024|15835|3139925|14912|3043078|4241372|3932905|14876|3049899,15880|3059915|3139477|4039359|4035004|15920|2573300
2019,9,REGULAR,10,King of  The North,{6248D1D4-C58C-4253-9C9B-D30AB9524116},Brett,67.46,101.4,2,Chub’s  for Chubb,{700F91F4-F9CD-4A3A-8F91-F4F9CDCA3AC2},Joel,74.04,97.28,False,AWAY,-6.5800000000000125,15847|3139605|15072|3115364|12649|3042519|-16017|4038524|2473037,14993|2980453|-16005|14924|3918639|2576716|2573079,16800|3128720|3116165|3121427|-16030|9354|4036133|12483|3917846,3916925|3925357|3895856|11283|3916387|3051738|3045138
2019,9,REGULAR,8,Bart's Starrs,{120EBF0B-960F-4C32-8EBF-0B960FEC32D1},Nick,71.94,100.18,11,Lego Batman,{45F320B7-A9EA-42AD-BEEA-AE97F33A55FE},Connor,101.7,84.62,False,AWAY,-29.760000000000005,3122840|3116365|-16025|3919596|2979477|3115394|3128429|11122|2576623,3045147|3843750|2976592|3045144|2578570|16790|3923397,13981|2577327|-16016|2976499|3051876|8479|3068267|10636|14880,16731|2580|3049916|13217|15788|16944|5528
2019,10,REGULAR,1,Year 6 is a Feel Out Year,{0A038966-B1EC-4363-93A4-1A746D1C05AA},Joey,86.94,99.31000000000002,10,King of  The North,{6248D1D4-C58C-4253-9C9B-D30AB9524116},Brett,112.42,97.24999999999999,False,AWAY,-25.480000000000004,3929630|2977187|3116406|13295|3918298|3912550|-16018|3124084|16504,3040151|12514|4048244|3060022|-16021|3046779|3915411,15847|3139605|15072|14993|2980453|-16005|3042519|2576716|3917792,3115364|14924|12649|-16017|3918639|12483|16757
2019,10,REGULAR,3,Lil Lucifer,{5B91BA7E-444A-403C-91BA-7E444AA03C4A},Cameron,98.48,96.16,13,Dak = 🐐,{3702423F-DDE1-4F68-B13D-4597B2FBDC9B},Nabil,83.88,95.03999999999999,False,HOME,14.600000000000009,16737|3051902|3043275|4047650|3055899|2977644|4035538|14881|-16023,16913|5529|16777|4045163|3121422|-16003|15773,2508176|2976212|3915416|2577417|2576434|2576925|-16029|15825|16486,3066158|2998120|15705|13934|16016|14129|2976592
2019,10,REGULAR,6,Is my team Finna show up,{ED2967D6-F92F-447A-A967-D6F92F147A25},Chris,115.42,87.69999999999999,4,Big Fella,{02AB2B26-BDB6-4013-AB2B-26BDB63013D0},Ben,119.64,119.47,False,AWAY,-4.219999999999999,3116385|8439|4036348|3043234|16732|3043078|15880|2970090|-16020,3128721|3052876|3042778|-16010|14922|3043080|13983,15683|-16033|3116593|3046439|3051392|3054850|3139477|13982|3115306,15795|3123050|3916148|4047839|16760
2019,10,REGULAR,5,. .,{77FBFE61-CB95-4C17-BBFE-61CB953C17C0},Dillon,70.24,72.37,8,Bart's Starrs,{120EBF0B-960F-4C32-8EBF-0B960FEC32D1},Nick,61.48,98.94999999999999,False,HOME,8.759999999999998,-16024|3059915|15920|14876|3049899|16804|3120348|2587819|12537,15835|3139925|4241372|10452|2969962|2330|3126367,2979477|2580|13981|2976499|2577327|3123052|3116721|3116164|-16006,3045147|-16025|16790|2576623|3051876|3051926|15003
2019,10,REGULAR,11,Lego Batman,{45F320B7-A9EA-42AD-BEEA-AE97F33A55FE},Connor,111.0,88.66,7,Big Baller Shot Caller,{A928F5E8-8048-42E3-A4CE-63B009FB6A47},Jack,97.76,98.49999999999999,False,HOME,13.239999999999995,13217|3068267|16944|10636|14880|3919596|3045144|3116365|-16011,16731|3049916|-16016|3122840|3843750|3115394|3128429,16733|2976316|4047365|16725|3917315|13232|4249087|4040761|-16012,17359|2574808|3122672|4527|3921564|4047646|2578533
2019,10,REGULAR,2,Chub’s  for Chubb,{700F91F4-F9CD-4A3A-8F91-F4F9CDCA3AC2},Joel,114.72,93.3,12,Last Place U,{207DC893-5A3A-4A1B-BDC8-935A3AAA1B0B},Marco,94.62,95.33000000000001,False,HOME,20.099999999999994,16800|3128720|3116165|3895856|3916387|4036133|2572861|-16019|17372,3916925|3925357|3121427|-16030|9354|3045138|2573079,3117251|15818|2974858|-16002|2985659|10475|16799|2969939|3128774,16460|3052117|2979843|11237|3121023|2978109|8479
2019,11,REGULAR,7,Big Baller Shot Caller,{A928F5E8-8048-42E3-A4CE-63B009FB6A47},Jack,94.0,96.78999999999999,5,. .,{77FBFE61-CB95-4C17-BBFE-61CB953C17C0},Dillon,74.84,75.02000000000001,False,HOME,19.159999999999997,16733|2976316|4047365|17359|3917315|4249087|4527|4040761|-16013,16725|2574808|3122672|13232|3921564|4047646|2578533,15835|3059915|4241372|3049899|10452|16804|3120348|2330|-16012,3139925|15920|14876|2969962|2587819|3916945|3932905
2019,11,REGULAR,13,Dak = 🐐,{3702423F-DDE1-4F68-B13D-4597B2FBDC9B},Nabil,118.46,92.34000000000002,6,Is my team Finna show up,{ED2967D6-F92F-447A-A967-D6F92F147A25},Chris,62.4,71.08,False,HOME,56.059999999999995,2976212|3915416|2577417|2576434|2576925|2998120|15825|-16014|14053,2508176|3066158|13934|14129|2976592|2576623|3115306,3116385|3128721|4036348|14922|3043234|3043080|15880|-16020|3115293,3052876|8439|3042778|-16010|16732|13983|3043078
2019,11,REGULAR,4,Big Fella,{02AB2B26-BDB6-4013-AB2B-26BDB63013D0},Ben,94.98,125.25,11,Lego Batman,{45F320B7-A9EA-42AD-BEEA-AE97F33A55FE},Connor,86.78,85.69999999999999,False,HOME,8.200000000000003,15795|15683|3116593|3046439|3051392|3054850|3139477|13982|-16028,-16033|3916148|16760|14912|3125404|15853|-16009,-16016|3068267|3045144|3116365|3122840|3843750|3115394|3128429|11122,16731|3049916|13217|16944|14880|3919596|-16011
2019,11,REGULAR,12,Last Place U,{207DC893-5A3A-4A1B-BDC8-935A3AAA1B0B},Marco,93.24,97.88,1,Year 6 is a Feel Out Year,{0A038966-B1EC-4363-93A4-1A746D1C05AA},Joey,64.84,89.41,False,HOME,28.39999999999999,3117251|15818|2974858|3052117|2979843|11237|-16002|2985659|10475,16460|16799|2969939|3121023|3128774|2978109|8479,2977187|4048244|3116406|3918298|3912550|-16018|3124084|16504|3125403,3929630|3040151|12514|3060022|13295|-16021|3915411
2019,11,REGULAR,10,King of  The North,{6248D1D4-C58C-4253-9C9B-D30AB9524116},Brett,113.98,93.2,3,Lil Lucifer,{5B91BA7E-444A-403C-91BA-7E444AA03C4A},Cameron,72.52,87.73,False,HOME,41.46000000000001,15847|3139605|15072|14993|3115364|12649|-16017|2576716|16757,2980453|-16005|14924|3042519|3918639|12483|12537,16737|3055899|5529|2977644|16777|3121422|4035538|-16023|15773,16913|3051902|3043275|4047650|4045163|-16003|14881
2019,11,REGULAR,8,Bart's Starrs,{120EBF0B-960F-4C32-8EBF-0B960FEC32D1},Nick,101.92,99.77000000000001,2,Chub’s  for Chubb,{700F91F4-F9CD-4A3A-8F91-F4F9CDCA3AC2},Joel,86.38,82.03,False,HOME,15.540000000000006,3045147|-16025|2979477|16790|2580|13981|2976499|3123052|3120303,2577327|3051876|3051926|3116721|-16029|2576414|4047839,3128720|3116165|3925357|3121427|-16030|3916387|9354|4036133|2572861,16800|3916925|3895856|3045138|-16019|2573079|17372
2019,12,REGULAR,13,Dak = 🐐,{3702423F-DDE1-4F68-B13D-4597B2FBDC9B},Nabil,88.78,86.08,11,Lego Batman,{45F320B7-A9EA-42AD-BEEA-AE97F33A55FE},Connor,69.72,88.78999999999999,False,HOME,19.060000000000002,3915416|3066158|2577417|2576925|2998120|15825|2576623|-16007|2980077,2508176|2976212|2576434|14129|2976592|14053|3115306,13217|3919596|3116365|3122840|3843750|3115394|3128429|11122|-16008,16731|3049916|-16016|3068267|16944|14880|3045144
2019,12,REGULAR,7,Big Baller Shot Caller,{A928F5E8-8048-42E3-A4CE-63B009FB6A47},Jack,66.26,91.55,5,. .,{77FBFE61-CB95-4C17-BBFE-61CB953C17C0},Dillon,84.28,80.8,False,AWAY,-18.019999999999996,16733|2976316|4047365|3122672|13232|4249087|4040761|-16013|2578570,17359|16725|2574808|3917315|4527|4047646|2578533,15835|3059915|15920|3049899|10452|16804|2587819|-16004|2574630,3139925|4241372|2969962|3120348|2330|3916945|3932905
2019,12,REGULAR,10,King of  The North,{6248D1D4-C58C-4253-9C9B-D30AB9524116},Brett,98.08,88.37,2,Chub’s  for Chubb,{700F91F4-F9CD-4A3A-8F91-F4F9CDCA3AC2},Joel,127.36,93.73999999999998,False,AWAY,-29.28,14993|3115364|14924|12649|3042519|-16017|2576716|12537|3052587,15847|3139605|15072|2980453|3918639|12483|16757,16800|3128720|3116165|3925357|-16030|3916387|4036133|2572861|17372,3916925|3895856|3121427|9354|3045138|2573079|3051926
2019,12,REGULAR,12,Last Place U,{207DC893-5A3A-4A1B-BDC8-935A3AAA1B0B},Marco,95.94,99.66999999999999,8,Bart's Starrs,{120EBF0B-960F-4C32-8EBF-0B960FEC32D1},Nick,119.24,92.22999999999999,False,AWAY,-23.299999999999997,3117251|2974858|3052117|11237|-16002|2985659|10475|16799|3128774,16460|15818|2979843|2969939|3121023|2978109|8479,-16025|2979477|16790|2580|13981|2577327|3116721|2971573|15887,3045147|2976499|3051876|3123052|-16029|3916430|2576414
2019,12,REGULAR,3,Lil Lucifer,{5B91BA7E-444A-403C-91BA-7E444AA03C4A},Cameron,56.7,95.11000000000001,1,Year 6 is a Feel Out Year,{0A038966-B1EC-4363-93A4-1A746D1C05AA},Joey,80.4,93.05999999999999,False,AWAY,-23.700000000000003,16737|3043275|4047650|2977644|16777|4035538|14881|-16023|3150744,16913|3051902|3055899|4045163|3121422|-16003|15773,3929630|3040151|2977187|13295|3918298|3912550|-16018|3126367|10621,12514|4048244|3116406|3060022|-16021|3125403|4036131
2019,12,REGULAR,4,Big Fella,{02AB2B26-BDB6-4013-AB2B-26BDB63013D0},Ben,90.32,87.67999999999999,6,Is my team Finna show up,{ED2967D6-F92F-447A-A967-D6F92F147A25},Chris,92.26,89.43,False,AWAY,-1.940000000000012,15795|15683|-16033|3051392|3054850|13982|16760|14912|15853,3116593|3046439|3916148|3139477|3125404|-16009|-16026,3116385|3128721|3052876|8439|-16010|4036348|16732|3043078|3821683,3042778|14922|3043234|3043080|13983|15880|-16020
2019,13,REGULAR,5,. .,{77FBFE61-CB95-4C17-BBFE-61CB953C17C0},Dillon,78.96,77.57999999999998,6,Is my team Finna show up,{ED2967D6-F92F-447A-A967-D6F92F147A25},Chris,104.72,90.77000000000001,False,AWAY,-25.760000000000005,15835|3059915|4241372|15920|3049899|16804|2330|-16004|4035072,3139925|10452|3120348|2587819|3916945|3932905|2574630,3116385|3128721|8439|4036348|3043234|3043078|15880|-16020|14054,3052876|3042778|-16010|14922|3043080|13983|3821683
2019,13,REGULAR,13,Dak = 🐐,{3702423F-DDE1-4F68-B13D-4597B2FBDC9B},Nabil,87.3,97.75000000000001,3,Lil Lucifer,{5B91BA7E-444A-403C-91BA-7E444AA03C4A},Cameron,108.7,99.07999999999998,False,AWAY,-21.400000000000006,2976212|3915416|2577417|2576434|2576925|2998120|15825|2980077|-16011,2508176|3066158|14129|2976592|2576623|14053|3115306,16737|4047650|3055899|2977644|4045163|4035538|14881|-16023|15773,16913|3051902|3043275|16777|3121422|-16003|3126486
2019,13,REGULAR,1,Year 6 is a Feel Out Year,{0A038966-B1EC-4363-93A4-1A746D1C05AA},Joey,61.14,104.67,4,Big Fella,{02AB2B26-BDB6-4013-AB2B-26BDB63013D0},Ben,101.34,112.35,False,AWAY,-40.2,3929630|3040151|2977187|3116406|3918298|-16021|3912550|3126367|16486,12514|4048244|3060022|13295|-16018|4036131|3912547,15795|15683|3116593|3046439|3051392|3054850|3139477|14912|-16009,-16033|3916148|13982|16760|3125404|-16026|3892889
2019,13,REGULAR,2,Chub’s  for Chubb,{700F91F4-F9CD-4A3A-8F91-F4F9CDCA3AC2},Joel,80.9,92.92,12,Last Place U,{207DC893-5A3A-4A1B-BDC8-935A3AAA1B0B},Marco,91.82,101.19000000000001,False,AWAY,-10.919999999999987,16800|3128720|3116165|3925357|-16030|3916387|4036133|2572861|17372,3916925|3895856|3121427|9354|3045138|2573079|3051926,3117251|15818|3052117|2979843|2985659|10475|16799|2969939|-16028,16460|2974858|11237|-16002|3121023|3128774|8479
2019,13,REGULAR,11,Lego Batman,{45F320B7-A9EA-42AD-BEEA-AE97F33A55FE},Connor,109.96,89.39999999999999,10,King of  The North,{6248D1D4-C58C-4253-9C9B-D30AB9524116},Brett,67.18,94.35,False,HOME,42.77999999999999,3068267|16944|3919596|3116365|3122840|3115394|3128429|11122|-16006,16731|3049916|13217|-16016|14880|3045144|3843750,15847|14993|2980453|3115364|12649|3042519|-16017|2576716|16757,3139605|15072|14924|3918639|12483|12537|3052587
2019,13,REGULAR,8,Bart's Starrs,{120EBF0B-960F-4C32-8EBF-0B960FEC32D1},Nick,55.06,92.88999999999999,7,Big Baller Shot Caller,{A928F5E8-8048-42E3-A4CE-63B009FB6A47},Jack,77.12,95.72999999999999,False,AWAY,-22.060000000000002,2979477|16790|2580|13981|2976499|2577327|3123052|-16029|4044452,3045147|-16025|3051876|3116721|15887|3916430|2573300,16733|2976316|4047365|16725|3917315|13232|4249087|4040761|-16014,17359|2574808|3122672|4527|4047646|2578533|2578570
2019,14,PLAYOFF,12,Last Place U,{207DC893-5A3A-4A1B-BDC8-935A3AAA1B0B},Marco,117.64,105.33,2,Chub’s  for Chubb,{700F91F4-F9CD-4A3A-8F91-F4F9CDCA3AC2},Joel,74.6,96.19999999999999,False,HOME,43.040000000000006,3117251|15818|2974858|3052117|2979843|2985659|2969939|3121023|-16016,16460|11237|-16002|10475|16799|-16028|2969962,16800|3128720|3116165|3925357|-16030|3916387|9354|16504|3127211,3895856|3121427|3045138|2572861|2573079|17372|2972091
2019,15,PLAYOFF,10,King of  The North,{6248D1D4-C58C-4253-9C9B-D30AB9524116},Brett,84.36,105.72,12,Last Place U,{207DC893-5A3A-4A1B-BDC8-935A3AAA1B0B},Marco,125.02,108.28,False,AWAY,-40.66,15847|3139605|14993|3115364|14924|12649|3042519|-16017|8664,2980453|3918639|2576716|16757|12537|3052587|2978109,3117251|15818|2974858|3052117|-16002|2985659|16799|2969939|4044452,16460|2979843|11237|3121023|-16028|2969962|-16016
2019,15,PLAYOFF,3,Lil Lucifer,{5B91BA7E-444A-403C-91BA-7E444AA03C4A},Cameron,104.54,97.65,4,Big Fella,{02AB2B26-BDB6-4013-AB2B-26BDB63013D0},Ben,113.1,112.69999999999999,False,AWAY,-8.559999999999988,3043275|4047650|3055899|2977644|4045163|4035538|14881|-16023|3126486,16737|16913|3051902|16777|3121422|-16003|15773,15795|15683|-16033|3116593|3046439|3051392|3054850|3139477|13982,3916148|16760|3125404|-16009|-16026|3892889
2019,16,PLAYOFF,4,Big Fella,{02AB2B26-BDB6-4013-AB2B-26BDB63013D0},Ben,91.54,91.54,12,Last Place U,{207DC893-5A3A-4A1B-BDC8-935A3AAA1B0B},Marco,103.0,103.0,False,AWAY,-11.459999999999994,15795|15683|3046439|3051392|3054850|3139477|13982|-16026|3139033,-16033|3116593|3916148|16760|3125404|3892889|3916925,3117251|16460|15818|3052117|2979843|2985659|2969939|-16012|17453,2974858|11237|-16002|16799|3121023|-16028|2969962
2020,1,REGULAR,3,Cook and  Steel,{5B91BA7E-444A-403C-91BA-7E444AA03C4A},Cameron,144.4,108.21,1,Year 7 is a Feel Out Year,{0A038966-B1EC-4363-93A4-1A746D1C05AA},Joey,126.44,114.14999999999999,False,HOME,17.960000000000008,15847|16460|3925357|2580|-16023|4241463|3055899|3128721|3116593,4259545|3116136|5536|16725|3892889|13217|3128429,3117251|3116385|2976499|3116365|2576414|2577417|-16033|14993|16733,3895856|2979477|3051439|-16012|4241985|3923397|13295
2020,1,REGULAR,5,Beast Zeke,{77FBFE61-CB95-4C17-BBFE-61CB953C17C0},Dillon,114.3,107.33,11,Lego Batman,{45F320B7-A9EA-42AD-BEEA-AE97F33A55FE},Connor,112.5,114.97,False,HOME,1.7999999999999972,2508176|13983|13229|13994|3049899|2977644|-16008|3051392|4241372,2969962|4048244|-16027|4038818|3119195|4052042|3125403,3929630|3116165|3916387|4240021|15072|-16017|11122|3120348|3040151,4035676|3123050|4038524|12514|5528|3115375|3135321
2020,1,REGULAR,6,Alice's  All stars ,{ED2967D6-F92F-447A-A967-D6F92F147A25},Chris,100.9,104.29,2,"Lights, Kamara, Action",{700F91F4-F9CD-4A3A-8F91-F4F9CDCA3AC2},Joel,94.58,112.11999999999999,False,HOME,6.320000000000007,3043078|16737|3919596|15880|2976212|2573079|-16025|12537|3043234,16913|4036348|10452|11283|2576980|3916430|4240380,3054850|3068267|3915416|16799|14924|2576925|3918298|-16007|2971573,3126486|3066158|4039359|2576716|3915399|2574808|3917792
